Timestamp,Expected_Time,Accel1_X,Accel1_Y,Accel1_Z,Accel1_Magnitude,Accel2_X,Accel2_Y,Accel2_Z,Accel2_Magnitude
2025-04-16 13:41:21.635232,0.855000,-0.048774,0.439861,-0.534896,0.694241,-0.050172,0.406276,-0.582060,0.711598
2025-04-16 13:41:21.637272,0.860000,-0.013415,0.530869,-0.256138,0.589584,-0.014993,0.496821,-0.304721,0.583019
2025-04-16 13:41:21.653036,0.865000,0.203094,-0.383668,-0.566020,0.713321,0.200414,-0.413062,-0.613026,0.765890
2025-04-16 13:41:21.654261,0.870000,0.209829,-0.388797,-0.424250,0.612519,0.207115,-0.418166,-0.471977,0.663718
2025-04-16 13:41:21.655347,0.875000,0.214210,-0.369356,-0.253088,0.496350,0.211474,-0.398824,-0.301686,0.542951
2025-04-16 13:41:21.670084,0.880000,0.145351,0.504875,-0.637731,0.826273,0.142965,0.470960,-0.684372,0.842975
2025-04-16 13:41:21.672494,0.885000,0.120009,0.399677,-0.399436,0.577662,0.117752,0.366297,-0.447289,0.590006
2025-04-16 13:41:21.673724,0.890000,0.106811,0.307848,-0.196316,0.380420,0.104621,0.274935,-0.245203,0.382961
2025-04-16 13:41:21.675270,0.895000,0.090342,0.165410,0.066153,0.199746,0.088236,0.133222,0.015931,0.160585
2025-04-16 13:41:21.686731,0.900000,-0.000317,-0.566509,-0.646275,0.859421,-0.001962,-0.594974,-0.692872,0.913274
2025-04-16 13:41:21.690259,0.905000,-0.010512,-0.350429,-0.442017,0.564172,-0.012104,-0.379993,-0.489654,0.619921
2025-04-16 13:41:21.692584,0.910000,-0.012515,-0.123464,-0.053473,0.135128,-0.014097,-0.154183,-0.103087,0.186005
2025-04-16 13:41:21.695272,0.915000,-0.010921,0.153062,0.293349,0.331060,-0.012512,0.120936,0.241971,0.270799
2025-04-16 13:41:21.714168,0.920000,0.005573,-0.352773,0.318951,0.475615,0.003899,-0.382325,0.267443,0.466597
2025-04-16 13:41:21.716722,0.925000,-0.005772,-0.399444,0.159513,0.430155,-0.007389,-0.428759,0.108815,0.442413
2025-04-16 13:41:21.719926,0.930000,-0.026699,-0.285127,-0.366206,0.464884,-0.028209,-0.315023,-0.414228,0.521172
2025-04-16 13:41:21.721660,0.935000,-0.040840,-0.155545,-0.601488,0.622616,-0.042278,-0.186100,-0.648314,0.675819
2025-04-16 13:41:21.723827,0.940000,-0.060813,0.045671,-0.681909,0.686137,-0.062150,0.014091,-0.728325,0.731107
2025-04-16 13:41:21.726529,0.945000,-0.088310,0.303555,-0.411817,0.519170,-0.089507,0.270664,-0.459608,0.540841
2025-04-16 13:41:21.745679,0.950000,-0.214821,-0.488751,-0.220005,0.577432,-0.215374,-0.517611,-0.268771,0.621727
2025-04-16 13:41:21.751802,0.955000,-0.177044,-0.444422,0.230039,0.530823,-0.177789,-0.473508,0.178983,0.536520
2025-04-16 13:41:21.755722,0.960000,-0.130051,-0.105009,-0.367648,0.403863,-0.131035,-0.135822,-0.415663,0.456501
2025-04-16 13:41:21.762332,0.965000,-0.023967,0.405588,-0.445348,0.602836,-0.025491,0.372178,-0.492967,0.618209
2025-04-16 13:41:21.765455,0.970000,0.030683,0.413460,0.074002,0.421149,0.028880,0.380009,0.023739,0.381843
2025-04-16 13:41:21.767620,0.975000,0.067630,0.314466,0.280966,0.427088,0.065640,0.281519,0.229650,0.369189
2025-04-16 13:41:21.783388,0.980000,0.218556,-0.268411,0.065476,0.352276,0.215798,-0.298392,0.015257,0.368564
2025-04-16 13:41:21.785403,0.985000,0.216761,-0.089780,0.268254,0.356379,0.214012,-0.120670,0.217004,0.327800
2025-04-16 13:41:21.789706,0.990000,0.197749,0.341993,-0.048345,0.397997,0.195097,0.308906,-0.097985,0.378268
2025-04-16 13:41:21.795486,0.995000,0.148015,0.606940,-0.714855,0.949369,0.145616,0.572505,-0.761103,0.963454
2025-04-16 13:41:21.809095,1.000000,0.017518,-0.457640,-0.300142,0.547564,0.015783,-0.486659,-0.348500,0.598781
2025-04-16 13:41:21.811950,1.005000,0.001616,-0.502895,-0.679153,0.845077,-0.003962,-0.511017,-0.765208,0.920161
2025-04-16 13:41:21.813725,1.010000,-0.005231,-0.450199,-0.709200,0.840043,-0.006850,-0.479255,-0.755478,0.894695
2025-04-16 13:41:21.817652,1.015000,-0.012328,-0.164461,-0.211130,0.267909,-0.013912,-0.194971,-0.259941,0.325233
2025-04-16 13:41:21.820129,1.020000,-0.011783,0.067076,0.168078,0.181351,-0.013369,0.035388,0.117337,0.123285
2025-04-16 13:41:21.830454,1.025000,0.009762,0.276205,-0.709449,0.761382,0.008066,0.243453,-0.755725,0.794012
2025-04-16 13:41:21.833893,1.030000,0.014020,-0.013040,-0.495155,0.495525,0.012303,-0.044321,-0.542521,0.544467
2025-04-16 13:41:21.835483,1.035000,0.014008,-0.162025,-0.232298,0.283568,0.012290,-0.192547,-0.281002,0.340863
2025-04-16 13:41:21.840364,1.040000,0.003611,-0.485113,0.279245,0.559755,0.001947,-0.513991,0.227939,0.562269
2025-04-16 13:41:21.848127,1.045000,-0.047971,-0.148482,-0.695258,0.712553,-0.049373,-0.179073,-0.741606,0.764516
2025-04-16 13:41:21.852220,1.050000,-0.088604,0.281929,-0.436084,0.526786,-0.089799,0.249148,-0.483751,0.551501
